 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0288;001; 1;               0.000;           25573.100;0.38897590000000E+01;-.86358870000000E-18;0.12678010000000E-07;-.25577930000000E-12;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0288;001; 2;           25573.100;           70163.940;0.40843500000000E+01;0.14083870000000E-03;0.86701100000000E-09;-.24680370000000E-13;0.14715680000000E-18
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0290;001; 1;               0.000;              82.654;0.52720540291282E+03;0.13202464350529E-00;-.16021356978041E-02;0.69462397183425E-05;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0290;001; 2;              82.654;             239.208;0.52984040101634E+03;0.22675246308195E-01;-.11607655639911E-03;0.34046318108664E-06;-.40842012419551E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;001; 1;               0.000;              97.260;0.32011057515905E+03;-.33701541883439E-17;0.10483982543151E-04;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;001; 2;              97.260;            1688.096;0.31998444545064E+03;0.26109053065319E-02;-.32082528870704E-05;0.19046687927389E-08;-.41899111991763E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;002; 1;               0.000;             169.736;0.32022646672035E+03;0.60348529806807E-16;0.30028467465851E-04;-.31581759294005E-06;0.96013404401441E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;002; 2;             169.736;            1688.096;0.31998444545064E+03;0.26109053065319E-02;-.32082528870704E-05;0.19046687927389E-08;-.41899111991763E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;003; 1;               0.000;             325.939;0.32048615713364E+03;0.37183371948875E-04;-.60373526187193E-07;-.26887207953192E-08;0.13917090215731E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;003; 2;             325.939;            1688.096;0.31998444545064E+03;0.26109053065319E-02;-.32082528870704E-05;0.19046687927389E-08;-.41899111991763E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;004; 1;               0.000;             588.138;0.32070110751823E+03;-.11944422015793E-15;0.47534954009917E-06;-.20684446363639E-08;0.25314354321347E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;004; 2;             588.138;            1688.096;0.31998444545064E+03;0.26109053065319E-02;-.32082528870704E-05;0.19046687927389E-08;-.41899111991763E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;005; 1;               0.000;            1439.955;0.32087311136617E+03;0.21852213608645E-03;-.30239467478175E-06;0.13948623931134E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0304;005; 2;            1439.955;            1688.096;0.31998444545064E+03;0.26109053065319E-02;-.32082528870704E-05;0.19046687927389E-08;-.41899111991763E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0305;001; 1;               0.000;             273.724;0.17980020767673E+03;0.25297609647697E-01;-.85977217417597E-04;0.11675329871564E-06;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0305;001; 2;             273.724;             924.394;0.18060674718964E+03;0.11691476576205E-01;-.19299096139190E-04;0.17045633924407E-07;-.59112532864364E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0309;001; 1;               0.000;   1000000000000.000;4.16500000000000E+02;1.60051000000000E-05;-9.8045000000000E-06;1.43864000000000E-07;-2.3461000000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0310;001; 1;               0.000;            1382.641;0.11235104707824E+03;0.11497548025675E-01;-.15987920251951E-04;0.12970140173866E-07;-.36463608954699E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0310;001; 2;            1382.641;            3983.906;0.11212023944755E+03;0.67901379802223E-02;-.18853248410865E-05;0.30720074115616E-09;-.20737991430021E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;001; 1;               0.000;             307.737;0.44801929645584E+03;0.12619343713873E-02;0.34642071065165E-04;-.76307515315003E-07;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;001; 2;             307.737;             899.163;0.44946257203278E+03;-.12223024691605E-02;0.47710533529942E-05;-.25320388656398E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;001; 3;             899.163;            2469.496;0.44876777592222E+03;0.25199075559603E-02;-.99055969503680E-06;0.22059004158887E-09;-.19740459328288E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;002; 1;               0.000;             400.171;0.44820792605470E+03;0.89160231440056E-16;0.57057755016230E-04;-.20843751068455E-06;0.21788294307658E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;002; 2;             400.171;             899.163;0.44946257203278E+03;-.12223024691605E-02;0.47710533529942E-05;-.25320388656398E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;002; 3;             899.163;            2469.496;0.44876777592222E+03;0.25199075559603E-02;-.99055969503680E-06;0.22059004158887E-09;-.19740459328288E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;003; 1;               0.000;             456.660;0.44846583811368E+03;-.21644705726202E-16;0.44032673534687E-04;-.15020115215766E-06;0.14518174528636E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;003; 2;             456.660;             899.163;0.44946257203278E+03;-.12223024691605E-02;0.47710533529942E-05;-.25320388656398E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0311;003; 3;             899.163;            2469.496;0.44876777592222E+03;0.25199075559603E-02;-.99055969503680E-06;0.22059004158887E-09;-.19740459328288E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0312;001; 1;               0.000;             339.023;0.40983935994227E+03;0.10859118067097E-02;0.24377282648658E-04;-.45985830286783E-07;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0312;001; 2;             339.023;            2209.258;0.41052069517024E+03;0.23715007967491E-02;-.99055435360947E-06;0.16995809880750E-09;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0314;001; 1;               0.000;           21535.530;0.82098380000000E+02;0.74186650000000E-03;-.52197900000000E-07;0.23508200000000E-11;-.39559140000000E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0314;001; 2;           21535.530;           64016.390;0.82827060000000E+02;0.40272640000000E-03;-.72208400000000E-08;0.75740930000000E-13;-.32767840000000E-18
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;001; 1;               0.000;            1005.771;0.32418678068613E+03;0.18951443972404E-01;-.44751592287256E-04;0.48197261310701E-07;-.18257703703193E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;001; 2;            1005.771;            2776.432;0.32821772413181E+03;-.13190106362452E-02;0.21917489907640E-05;-.88300548215916E-09;0.11907430426419E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;002; 1;               0.000;             288.213;0.32570000000000E+03;0.45505399434074E-02;0.20466589013759E-05;-.92796237128220E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;002; 2;             288.213;            1005.771;0.32418678068613E+03;0.18951443972404E-01;-.44751592287256E-04;0.48197261310701E-07;-.18257703703193E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;002; 3;            1005.771;            2776.432;0.32821772413181E+03;-.13190106362452E-02;0.21917489907640E-05;-.88300548215916E-09;0.11907430426419E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;003; 1;               0.000;             278.403;0.32640000000000E+03;-.35700910414889E-17;0.34454008026689E-04;-.19753908444498E-06;0.35235430986667E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;003; 2;             278.403;            1005.771;0.32418678068613E+03;0.18951443972404E-01;-.44751592287256E-04;0.48197261310701E-07;-.18257703703193E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;003; 3;            1005.771;            2776.432;0.32821772413181E+03;-.13190106362452E-02;0.21917489907640E-05;-.88300548215916E-09;0.11907430426419E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;004; 1;               0.000;            1013.824;0.32710000000000E+03;0.29772830924964E-02;-.39958250279684E-05;0.30741065701707E-08;-.82903349350105E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;004; 2;            1013.824;            2776.432;0.32821772413181E+03;-.13190106362452E-02;0.21917489907640E-05;-.88300548215916E-09;0.11907430426419E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;005; 1;               0.000;            1010.899;0.32800000000000E+03;0.32115530723203E-04;-.28569406228087E-06;0.89504303140688E-09;-.31490306914100E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0315;005; 2;            1010.899;            2776.432;0.32821772413181E+03;-.13190106362452E-02;0.21917489907640E-05;-.88300548215916E-09;0.11907430426419E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0022;001; 1;               0.000;   1000000000000.000;0.67420090000000E+03;0.10964200000000E-01;-.25479790000000E-04;0.47538400000000E-07;-.43362990000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0044;001; 1;               0.000;   1000000000000.000;0.27987990000000E+03;0.95749700000000E-04;0.12056100000000E-07;-.58334900000000E-12;0.76030790000000E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0054;001; 1;               0.000;   1000000000000.000;0.72097300000000E+03;0.15874670000000E-01;-.34706460000000E-04;0.42773480000000E-07;-.18615910000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0055;001; 1;               0.000;   1000000000000.000;0.70048660000000E+03;0.95462910000000E-02;-.18619030000000E-04;0.21479640000000E-07;-.92143860000000E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0058;001; 1;               0.000;   1000000000000.000;0.42351390000000E+03;0.45201480000000E-02;-.10742900000000E-05;0.19984800000000E-09;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0073;001; 1;               0.000;   1000000000000.000;0.60200000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0075;001; 1;               0.000;   1000000000000.000;0.46226230000000E+03;0.31664700000000E-02;-.48790140000000E-06;0.50167840000000E-10;-.20107930000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0080;001; 1;               0.000;   1000000000000.000;0.60141910000000E+03;0.12731340000000E-01;-.15616020000000E-04;0.13542780000000E-07;-.46029550000000E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0081;001; 1;               0.000;   1000000000000.000;0.53737920000000E+03;0.10231610000000E-01;-.12114990000000E-04;0.10893550000000E-07;-.37008040000000E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0085;001; 1;               0.000;   1000000000000.000;0.64685860000000E+03;0.32401280000000E-02;-.24781290000000E-06;0.98906960000000E-11;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0088;001; 1;               0.000;   1000000000000.000;0.70580490000000E+03;0.42261710000000E-02;-.35084140000000E-05;0.16319730000000E-08;-.27135180000000E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0105;001; 1;               0.000;   1000000000000.000;0.12572100000000E-01;-.12688200000000E-04;0.85119470000000E-08;-.21422900000000E-11;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0107;001; 1;               0.000;   1000000000000.000;0.70615000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0108;001; 1;               0.000;   1000000000000.000;0.71515000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0109;001; 1;               0.000;   1000000000000.000;0.72015000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0110;001; 1;               0.000;   1000000000000.000;0.45734990000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0117;001; 1;               0.000;   1000000000000.000;0.72000000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0118;001; 1;               0.000;   1000000000000.000;0.72875000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0124;001; 1;               0.000;   1000000000000.000;0.90300000000000E+02;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0125;001; 1;               0.000;   1000000000000.000;0.34800000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0138;001; 1;               0.000;   1000000000000.000;0.32516800000000E+03;0.13299500000000E-01;-.13584400000000E-04;0.53666580000000E-08;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0149;001; 1;               0.000;   1000000000000.000;0.28620000000000E+03;0.74936970000000E-02;-.75128990000000E-05;0.43918970000000E-08;-.93167920000000E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0180;001; 1;               0.000;   1000000000000.000;0.44000000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0181;001; 1;               0.000;   1000000000000.000;0.35620000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0182;001; 1;               0.000;   1000000000000.000;0.39800000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0185;001; 1;               0.000;   1000000000000.000;0.12390400000000E+03;0.13968600000000E-01;-.32491300000000E-04;0.44618000000000E-07;-.22980400000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0186;001; 1;               0.000;   1000000000000.000;0.59220500000000E+02;0.35159300000000E-02;-.82695100000000E-06;0.98309900000000E-10;-.42292500000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0194;001; 1;               0.000;   1000000000000.000;0.29719070000000E+03;0.22637020000000E-01;-.25619060000000E-04;0.30170930000000E-07;-.13893100000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0216;001; 1;               0.000;   1000000000000.000;0.14840000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0225;001; 1;               0.000;   1000000000000.000;0.22100000000000E+03;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0260;001; 1;               0.000;   1000000000000.000;0.47220350000000E+03;0.34613890000000E-01;-.16097850000000E-03;0.41491040000000E-06;-.38457210000000E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0268;001; 1;               0.000;   1000000000000.000;0.10276600000000E+03;0.88983290000000E-03;-.27302900000000E-07;0.53290300000000E-12;-.41295000000000E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0269;001; 1;               0.000;   1000000000000.000;0.46750000000000E+03;0.41637750000000E-01;-.43777920000000E-04;0.32472020000000E-06;-.14059120000000E-08
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0273;001; 1;               0.000;   1000000000000.000;0.93999220000000E+02;0.91104620000000E-03;-.22958120000000E-07;0.27299950000000E-12;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0282;001; 1;               0.000;   1000000000000.000;0.43658200000000E+03;0.58916340000000E-01;-.46872940000000E-03;0.17708260000000E-05;-.24228970000000E-08
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0289;001; 1;               0.000;   1000000000000.000;0.57783890000000E+03;0.23867900000000E-00;-.47117700000000E-02;0.46194090000000E-04;-.16983200000000E-06
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0291;001; 1;               0.000;   1000000000000.000;0.33279790000000E+03;0.13429700000000E-02;0.88195580000000E-07;-.16276690000000E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0292;001; 1;               0.000;   1000000000000.000;0.28410990000000E+03;0.44255960000000E-02;-.78076000000000E-06;0.66165990000000E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0294;001; 1;               0.000;   1000000000000.000;0.63620000000000E+03;0.30730000000000E-01;-.15531000000000E-03;0.50847400000000E-06;-.60986590000000E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0295;001; 1;               0.000;   1000000000000.000;0.51465580000000E+03;0.16068600000000E-02;-.25527500000000E-06;0.28854790000000E-10;-.11797800000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0298;001; 1;               0.000;   1000000000000.000;0.32822000000000E+03;0.21972100000000E-01;-.24763000000000E-04;0.13885500000000E-07;-.29202800000000E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0299;001; 1;               0.000;   1000000000000.000;0.46750000000000E+03;0.41637750000000E-01;-.43777920000000E-04;0.32472020000000E-06;-.14059120000000E-08
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0301;001; 1;               0.000;   1000000000000.000;0.42351390000000E+03;0.45201480000000E-02;-.10742900000000E-05;0.19984800000000E-09;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0302;001; 1;               0.000;   1000000000000.000;0.17136600000000E+03;0.24155000000000E-02;-.13583200000000E-06;0.44759000000000E-11;-.57384100000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0303;001; 1;               0.000;   1000000000000.000;0.23267990000000E+03;0.19702030000000E-02;-.24289070000000E-06;0.19315540000000E-10;-.58884690000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0306;001; 1;               0.000;   1000000000000.000;0.26268070000000E+03;0.36252320000000E-04;0.43343460000000E-06;-.64124800000000E-10;0.29750750000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0307;001; 1;               0.000;   1000000000000.000;0.28620000000000E+03;0.74936970000000E-02;-.75128990000000E-05;0.43918970000000E-08;-.93167920000000E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0308;001; 1;               0.000;   1000000000000.000;0.57700000000000E+03;0.68771870000000E-02;-.20995050000000E-05;0.36298270000000E-09;-.23589500000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0313;001; 1;               0.000;   1000000000000.000;0.35123470000000E+03;0.70679390000000E-02;-.50736820000000E-05;0.23402280000000E-08;-.39263140000000E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0317;001; 1;               0.000;   1000000000000.000;0.70048660000000E+03;0.95462910000000E-02;-.18619030000000E-04;0.21479640000000E-07;-.92143860000000E-11
