 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;003; 3;             263.221;            1310.559;0.60933686606897E+03;0.30198080109742E-02;-.69964071662489E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;003; 4;            1310.559;            4112.553;0.60990428248521E+03;0.22464182565855E-02;-.51047941527667E-06;0.53869962628407E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;004; 1;               0.000;             568.831;0.60930000000000E+03;-.52704684305955E-15;0.22737184026224E-04;-.53603809563870E-07;0.38561875460923E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;004; 2;             568.831;            1310.559;0.60933686606897E+03;0.30198080109742E-02;-.69964071662489E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;004; 3;            1310.559;            4112.553;0.60990428248521E+03;0.22464182565855E-02;-.51047941527667E-06;0.53869962628407E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;005; 1;               0.000;            1324.940;0.61100000000000E+03;0.50834534453990E-16;0.83078068737188E-06;-.16139827110278E-10;-.10093575007507E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0072;005; 2;            1324.940;            4112.553;0.60990428248521E+03;0.22464182565855E-02;-.51047941527667E-06;0.53869962628407E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;001; 1;               0.000;            2391.709;0.60362117674963E+03;-.13159615636614E-16;0.40835532239814E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;001; 2;            2391.709;            5216.521;0.60188600454117E+03;0.11058250498701E-02;0.42088698015449E-06;-.83115045054620E-10;0.47611401360026E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;002; 1;               0.000;            2500.000;0.60450000000000E+03;0.28660418828697E-03;0.90414237256090E-06;-.74567618287811E-09;0.17797658387586E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;002; 2;            2500.000;            5216.521;0.60188600454117E+03;0.11058250498701E-02;0.42088698015449E-06;-.83115045054620E-10;0.47611401360026E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;003; 1;               0.000;            3319.078;0.60530000000000E+03;-.32006681277028E-16;0.87330528260014E-06;-.42807178079198E-09;0.69736599230087E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;003; 2;            3319.078;            5216.521;0.60188600454117E+03;0.11058250498701E-02;0.42088698015449E-06;-.83115045054620E-10;0.47611401360026E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;004; 1;               0.000;            4000.000;0.60620000000000E+03;-.45915790315889E-16;0.54588623970096E-06;-.20789719415353E-09;0.28571195332277E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;004; 2;            4000.000;            5216.521;0.60188600454117E+03;0.11058250498701E-02;0.42088698015449E-06;-.83115045054620E-10;0.47611401360026E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;005; 1;               0.000;            5050.000;0.60700000000000E+03;-.24305974803382E-16;0.38558754108333E-06;-.97885753342226E-10;0.97934934944927E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0074;005; 2;            5050.000;            5216.521;0.60188600454117E+03;0.11058250498701E-02;0.42088698015449E-06;-.83115045054620E-10;0.47611401360026E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;001; 1;               0.000;            5915.872;0.48767690752185E+03;0.62856050001986E-02;-.50943111816225E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;001; 2;            5915.872;           15679.714;0.50849971108442E+03;-.11418788566751E-02;0.22905856454037E-06;-.15271047922624E-10;0.35404936910104E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;002; 1;               0.000;            2447.400;0.49730000000000E+03;0.80280895858168E-04;-.25824613887507E-06;0.27690701593852E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;002; 2;            2447.400;            5915.872;0.48767690752185E+03;0.62856050001986E-02;-.50943111816225E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;002; 3;            5915.872;           15679.714;0.50849971108442E+03;-.11418788566751E-02;0.22905856454037E-06;-.15271047922624E-10;0.35404936910104E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;003; 1;               0.000;            3274.782;0.50020000000000E+03;0.40290976652609E-03;-.49530676711746E-06;0.21066177792305E-09;-.70285056785482E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;003; 2;            3274.782;            5915.872;0.48767690752185E+03;0.62856050001986E-02;-.50943111816225E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;003; 3;            5915.872;           15679.714;0.50849971108442E+03;-.11418788566751E-02;0.22905856454037E-06;-.15271047922624E-10;0.35404936910104E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;004; 1;               0.000;            5765.198;0.50310000000000E+03;0.25687998657209E-05;-.24126046082424E-07;0.76796515664541E-10;-.90938683844130E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;004; 2;            5765.198;            5915.872;0.48767690752185E+03;0.62856050001986E-02;-.50943111816225E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;004; 3;            5915.872;           15679.714;0.50849971108442E+03;-.11418788566751E-02;0.22905856454037E-06;-.15271047922624E-10;0.35404936910104E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;005; 1;               0.000;            5792.262;0.50600000000000E+03;-.10354587709074E-18;0.22500430281312E-07;0.12263334025798E-11;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;005; 2;            5792.262;            5915.872;0.48767690752185E+03;0.62856050001986E-02;-.50943111816225E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0076;005; 3;            5915.872;           15679.714;0.50849971108442E+03;-.11418788566751E-02;0.22905856454037E-06;-.15271047922624E-10;0.35404936910104E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0077;001; 1;               0.000;            9601.225;0.39464720000000E+03;0.27870280000000E-02;-.42089230000000E-06;0.51236790000000E-10;-.22004460000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0077;001; 2;            9601.225;           30773.090;0.39783550000000E+03;0.13044460000000E-02;-.13027230000000E-07;0.11548420000000E-12;-.57521860000000E-18
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0077;002; 1;               0.000;            2300.000;0.39700000000000E+03;-.17230020000000E-16;0.98877950000000E-06;-.36752400000000E-09;0.58378820000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0077;002; 2;            2300.000;            9601.225;0.39464720000000E+03;0.27870280000000E-02;-.42089230000000E-06;0.51236790000000E-10;-.22004460000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0077;002; 3;            9601.225;           30773.090;0.39783550000000E+03;0.13044460000000E-02;-.13027230000000E-07;0.11548420000000E-12;-.57521860000000E-18
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;001; 1;               0.000;           10615.420;0.32322900000000E+03;0.34845380000000E-02;-.78688620000000E-06;0.87890530000000E-10;-.33584510000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;001; 2;           10615.420;           26449.980;0.32015170000000E+03;0.27205960000000E-02;-.19118480000000E-06;0.62854040000000E-11;-.76398750000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;002; 1;               0.000;            2528.226;0.32437950000000E+03;0.28667390000000E-03;0.23401290000000E-05;-.11696750000000E-08;0.17456390000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;002; 2;            2528.226;           10615.420;0.32322900000000E+03;0.34845380000000E-02;-.78688620000000E-06;0.87890530000000E-10;-.33584510000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;002; 3;           10615.420;           26449.980;0.32015170000000E+03;0.27205960000000E-02;-.19118480000000E-06;0.62854040000000E-11;-.76398750000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;003; 1;               0.000;            2341.155;0.32463040000000E+03;0.23922030000000E-18;0.24884680000000E-05;-.12397900000000E-08;0.19106730000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;003; 2;            2341.155;           10615.420;0.32322900000000E+03;0.34845380000000E-02;-.78688620000000E-06;0.87890530000000E-10;-.33584510000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;003; 3;           10615.420;           26449.980;0.32015170000000E+03;0.27205960000000E-02;-.19118480000000E-06;0.62854040000000E-11;-.76398750000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;004; 1;               0.000;            2800.000;0.32500000000000E+03;-.12778180000000E-16;0.21303560000000E-05;-.98518600000000E-09;0.13770780000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;004; 2;            2800.000;           10615.420;0.32322900000000E+03;0.34845380000000E-02;-.78688620000000E-06;0.87890530000000E-10;-.33584510000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0078;004; 3;           10615.420;           26449.980;0.32015170000000E+03;0.27205960000000E-02;-.19118480000000E-06;0.62854040000000E-11;-.76398750000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;001; 1;               0.000;            5006.833;0.25816170763396E+03;0.27890141387856E-03;0.34826024407972E-06;-.97562931970468E-10;0.77250309360933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;001; 2;            5006.833;           13909.807;0.25845033893205E+03;0.73103394453837E-03;-.62076385329586E-07;0.30413649157873E-11;-.61238814222878E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;002; 1;               0.000;             850.661;0.25840000000000E+03;0.59094077984941E-04;-.41973929232719E-06;0.10709057205518E-08;-.40254225522816E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;002; 2;             850.661;            5006.833;0.25816170763396E+03;0.27890141387856E-03;0.34826024407972E-06;-.97562931970468E-10;0.77250309360933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;002; 3;            5006.833;           13909.807;0.25845033893205E+03;0.73103394453837E-03;-.62076385329586E-07;0.30413649157873E-11;-.61238814222878E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;003; 1;               0.000;            1776.148;0.25860000000000E+03;0.28113480185170E-06;-.14856970267147E-07;0.26338972023360E-09;-.74708582666555E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;003; 2;            1776.148;            5006.833;0.25816170763396E+03;0.27890141387856E-03;0.34826024407972E-06;-.97562931970468E-10;0.77250309360933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;003; 3;            5006.833;           13909.807;0.25845033893205E+03;0.73103394453837E-03;-.62076385329586E-07;0.30413649157873E-11;-.61238814222878E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;004; 1;               0.000;            2344.120;0.25880000000000E+03;-.47664962241644E-17;0.81531115025543E-08;0.14666864523875E-09;-.34056038494165E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;004; 2;            2344.120;            5006.833;0.25816170763396E+03;0.27890141387856E-03;0.34826024407972E-06;-.97562931970468E-10;0.77250309360933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;004; 3;            5006.833;           13909.807;0.25845033893205E+03;0.73103394453837E-03;-.62076385329586E-07;0.30413649157873E-11;-.61238814222878E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;005; 1;               0.000;            4402.954;0.25900000000000E+03;0.61564462386689E-18;0.27882133984626E-06;-.62145412731719E-10;0.42998387388767E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;005; 2;            4402.954;            5006.833;0.25816170763396E+03;0.27890141387856E-03;0.34826024407972E-06;-.97562931970468E-10;0.77250309360933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0082;005; 3;            5006.833;           13909.807;0.25845033893205E+03;0.73103394453837E-03;-.62076385329586E-07;0.30413649157873E-11;-.61238814222878E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0083;001; 1;               0.000;            6510.412;0.24084372879699E+03;0.20728284422093E-02;-.65021029446364E-06;0.11435209892294E-09;-.72298608578467E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0083;001; 2;            6510.412;           17399.811;0.24638725778023E+03;-.73274348389450E-03;0.13277332152515E-06;-.79616008916672E-11;0.16599239279288E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;001; 1;               0.000;             924.531;0.48011930000000E+03;0.65588930000000E-02;-.78627540000000E-05;0.55078580000000E-08;-.15705210000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;001; 2;             924.531;            7877.806;0.48153940000000E+03;0.12611480000000E-02;-.44207170000000E-07;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;001; 3;            7877.806;           24309.320;0.48221980000000E+03;0.11564530000000E-02;-.51373360000000E-07;0.13134370000000E-11;-.13772280000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;002; 1;               0.000;             517.262;0.48033580000000E+03;0.74672010000000E-02;-.13381640000000E-04;0.10406050000000E-07;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;002; 2;             517.262;             924.531;0.48011930000000E+03;0.65588930000000E-02;-.78627540000000E-05;0.55078580000000E-08;-.15705210000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;002; 3;             924.531;            7877.806;0.48153940000000E+03;0.12611480000000E-02;-.44207170000000E-07;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;002; 4;            7877.806;           24309.320;0.48221980000000E+03;0.11564530000000E-02;-.51373360000000E-07;0.13134370000000E-11;-.13772280000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;003; 1;               0.000;             924.500;0.48044000000000E+03;0.70331300000000E-02;-.11653380000000E-04;0.10420340000000E-07;-.34882930000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;003; 2;             924.500;             924.531;0.48011930000000E+03;0.65588930000000E-02;-.78627540000000E-05;0.55078580000000E-08;-.15705210000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;003; 3;             924.531;            7877.806;0.48153940000000E+03;0.12611480000000E-02;-.44207170000000E-07;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0086;003; 4;            7877.806;           24309.320;0.48221980000000E+03;0.11564530000000E-02;-.51373360000000E-07;0.13134370000000E-11;-.13772280000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;001; 1;               0.000;             767.722;0.65932229210585E+03;0.29396939277101E-03;0.14983655612898E-04;-.24509432507942E-07;0.11143489861305E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;001; 2;             767.722;            3732.889;0.66090479789472E+03;-.25265679735047E-03;0.99334236689728E-06;-.32621814492751E-09;0.32780885903904E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;001; 3;            3732.889;            6824.991;0.66056811311343E+03;0.11842723466730E-02;-.16083059143277E-06;0.86917296791823E-11;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;002; 1;               0.000;            1189.214;0.66000000000000E+03;0.28855885751161E-02;-.24115212757224E-05;0.89482421247841E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;002; 2;            1189.214;            3732.889;0.66090479789472E+03;-.25265679735047E-03;0.99334236689728E-06;-.32621814492751E-09;0.32780885903904E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0089;002; 3;            3732.889;            6824.991;0.66056811311343E+03;0.11842723466730E-02;-.16083059143277E-06;0.86917296791823E-11;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;001; 1;               0.000;            1568.110;0.47486473001653E+03;0.11033870365356E-01;-.91257346473043E-05;0.27408717181155E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;001; 2;            1568.110;            9198.639;0.47550799089060E+03;0.35015441231127E-02;-.30364048364763E-06;0.11312281014434E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;002; 1;               0.000;             764.463;0.47580000000000E+03;0.29340488278905E-02;0.15805873230010E-04;-.29279558840564E-07;0.14616408098309E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;002; 2;             764.463;            1568.110;0.47486473001653E+03;0.11033870365356E-01;-.91257346473043E-05;0.27408717181155E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;002; 3;            1568.110;            9198.639;0.47550799089060E+03;0.35015441231127E-02;-.30364048364763E-06;0.11312281014434E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;003; 1;               0.000;             750.259;0.47720000000000E+03;0.82734442577783E-02;-.22982354082452E-04;0.32272314516690E-07;-.15578641069846E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;003; 2;             750.259;            1568.110;0.47486473001653E+03;0.11033870365356E-01;-.91257346473043E-05;0.27408717181155E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;003; 3;            1568.110;            9198.639;0.47550799089060E+03;0.35015441231127E-02;-.30364048364763E-06;0.11312281014434E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;004; 1;               0.000;            1685.719;0.47860000000000E+03;0.19170679815264E-03;0.35929664437824E-05;-.36994243826965E-08;0.11380737837514E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;004; 2;            1685.719;            9198.639;0.47550799089060E+03;0.35015441231127E-02;-.30364048364763E-06;0.11312281014434E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;005; 1;               0.000;            3303.581;0.48000000000000E+03;-.14632557830142E-17;0.75416641165088E-06;-.16492823777215E-09;0.15828452196439E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0090;005; 2;            3303.581;            9198.639;0.47550799089060E+03;0.35015441231127E-02;-.30364048364763E-06;0.11312281014434E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0091;001; 1;               0.000;            2108.620;0.37425844963891E+03;0.36927793359156E-02;-.66710324317445E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0091;001; 2;            2108.620;           44665.922;0.37713307640243E+03;0.96742527576553E-03;-.21717233298925E-07;0.27421056728203E-12;-.13841176228689E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;001; 1;               0.000;           17907.615;0.26358858894556E+03;0.13080894205861E-02;-.79676188772210E-07;0.42025200606430E-11;-.90532885615789E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;001; 2;           17907.615;           56407.560;0.26499430397465E+03;0.90500350012775E-03;-.19156187638424E-07;0.23513173981930E-12;-.11855447517082E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;002; 1;               0.000;            1491.417;0.26397488523854E+03;0.53073996401049E-03;0.44194884605896E-06;-.11265283794505E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;002; 2;            1491.417;           17907.615;0.26358858894556E+03;0.13080894205861E-02;-.79676188772210E-07;0.42025200606430E-11;-.90532885615789E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;002; 3;           17907.615;           56407.560;0.26499430397465E+03;0.90500350012775E-03;-.19156187638424E-07;0.23513173981930E-12;-.11855447517082E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;003; 1;               0.000;            3558.832;0.26432260264151E+03;-.32885431151720E-17;0.85291691561891E-06;-.27519278508210E-09;0.29228547853042E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;003; 2;            3558.832;           17907.615;0.26358858894556E+03;0.13080894205861E-02;-.79676188772210E-07;0.42025200606430E-11;-.90532885615789E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;003; 3;           17907.615;           56407.560;0.26499430397465E+03;0.90500350012775E-03;-.19156187638424E-07;0.23513173981930E-12;-.11855447517082E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;004; 1;               0.000;            3535.739;0.26466503339819E+03;0.11530381470622E-03;0.56279419361531E-06;-.17038886552767E-09;0.17994150434139E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;004; 2;            3535.739;           17907.615;0.26358858894556E+03;0.13080894205861E-02;-.79676188772210E-07;0.42025200606430E-11;-.90532885615789E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;004; 3;           17907.615;           56407.560;0.26499430397465E+03;0.90500350012775E-03;-.19156187638424E-07;0.23513173981930E-12;-.11855447517082E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;005; 1;               0.000;            4333.203;0.26489504618581E+03;0.52245728221266E-03;0.75897572447623E-07;-.63087159296536E-11;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;005; 2;            4333.203;           17907.615;0.26358858894556E+03;0.13080894205861E-02;-.79676188772210E-07;0.42025200606430E-11;-.90532885615789E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0092;005; 3;           17907.615;           56407.560;0.26499430397465E+03;0.90500350012775E-03;-.19156187638424E-07;0.23513173981930E-12;-.11855447517082E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0093;001; 1;               0.000;             726.422;0.33510575970402E+03;0.81969320723913E-02;-.21873921584193E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0093;001; 2;             726.422;            2024.763;0.33344456090322E+03;0.13463540450834E-01;-.72433302896363E-05;0.13131973108272E-08;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;001; 1;               0.000;             131.339;0.26399817708089E+03;0.11455978378241E-13;0.11414745234500E-03;-.75217703807706E-06;0.16204392741556E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;001; 2;             131.339;            1570.688;0.26381993715948E+03;0.84976978763557E-02;-.12249032718467E-04;0.93840127210775E-08;-.24009040950688E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;001; 3;            1570.688;            4246.816;0.26499399241180E+03;0.21602667136482E-02;0.36254423438075E-06;-.18013236202108E-09;0.18829908028668E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;002; 1;               0.000;             148.855;0.26420000000000E+03;-.29335438742176E-16;0.56094625284316E-04;-.21926965971062E-06;0.25155576053851E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;002; 2;             148.855;            1570.688;0.26381993715948E+03;0.84976978763557E-02;-.12249032718467E-04;0.93840127210775E-08;-.24009040950688E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;002; 3;            1570.688;            4246.816;0.26499399241180E+03;0.21602667136482E-02;0.36254423438075E-06;-.18013236202108E-09;0.18829908028668E-13
